image,weather,time_of_day,road_type,speed,severity
05072.jpg,rainy,dusk,rural,40,minor
05073.jpg,clear,dawn,rural,57,severe
05074.jpg,cloudy,dawn,rural,78,minor
05075.jpg,rainy,dawn,highway,99,minor
05076.jpg,snowy,dusk,highway,49,minor
05077.jpg,cloudy,dusk,rural,64,minor
05078.jpg,snowy,day,highway,78,severe
05079.jpg,rainy,dawn,rural,77,minor
05080.jpg,cloudy,dusk,highway,34,severe
05081.jpg,clear,night,urban,110,minor
05082.jpg,rainy,night,urban,53,severe
05083.jpg,snowy,dawn,rural,33,minor
05084.jpg,clear,dusk,highway,79,severe
05085.jpg,rainy,night,rural,54,moderate
05086.jpg,rainy,dusk,urban,101,minor
05087.jpg,snowy,dusk,urban,20,minor
05088.jpg,snowy,day,rural,86,minor
05089.jpg,snowy,day,rural,80,minor
05090.jpg,clear,dawn,highway,21,severe
05091.jpg,cloudy,day,highway,66,moderate
05092.jpg,snowy,night,highway,28,moderate
05093.jpg,clear,night,urban,20,severe
05094.jpg,cloudy,day,urban,21,severe
05095.jpg,snowy,night,rural,23,minor
05096.jpg,clear,dusk,highway,74,moderate
05097.jpg,clear,dusk,highway,59,severe
05098.jpg,snowy,night,highway,20,severe
05099.jpg,rainy,day,rural,63,minor
05100.jpg,rainy,dawn,urban,96,severe
05101.jpg,clear,dawn,urban,33,minor
05102.jpg,snowy,dusk,rural,65,moderate
05103.jpg,snowy,night,highway,71,moderate
05104.jpg,snowy,night,urban,44,minor
05105.jpg,cloudy,day,urban,116,moderate
05106.jpg,clear,dusk,rural,27,moderate
05107.jpg,snowy,night,urban,70,moderate
05108.jpg,clear,dusk,highway,29,severe
05109.jpg,clear,day,rural,79,severe
05110.jpg,rainy,day,urban,118,moderate
05111.jpg,clear,day,urban,108,severe
05112.jpg,clear,night,urban,72,severe
05113.jpg,rainy,dawn,highway,79,moderate
05114.jpg,snowy,dawn,rural,118,minor
05115.jpg,snowy,dusk,highway,105,moderate
05116.jpg,cloudy,day,rural,87,severe
05117.jpg,clear,dawn,highway,41,minor
05118.jpg,snowy,dawn,urban,103,moderate
05119.jpg,snowy,day,rural,61,severe
05120.jpg,cloudy,dusk,rural,49,moderate
05121.jpg,clear,dawn,highway,100,minor
05122.jpg,clear,dusk,highway,87,minor
05123.jpg,snowy,dusk,highway,109,minor
05124.jpg,rainy,dawn,rural,74,moderate
05125.jpg,cloudy,night,rural,31,minor
05126.jpg,cloudy,day,urban,70,moderate
05127.jpg,clear,day,rural,82,minor
05128.jpg,clear,dawn,urban,88,severe
05129.jpg,clear,dusk,urban,112,moderate
05130.jpg,rainy,night,rural,71,severe
05131.jpg,clear,day,highway,32,moderate
05132.jpg,cloudy,day,rural,87,severe
05133.jpg,cloudy,night,urban,109,moderate
05134.jpg,cloudy,night,rural,92,moderate
05135.jpg,rainy,night,urban,112,severe
05136.jpg,cloudy,dusk,rural,117,severe
05137.jpg,cloudy,night,urban,76,moderate
05138.jpg,cloudy,dawn,rural,74,minor
05139.jpg,rainy,night,highway,85,severe
05140.jpg,clear,dawn,highway,100,moderate
05141.jpg,cloudy,dusk,highway,45,severe
05142.jpg,clear,dawn,urban,111,minor
05143.jpg,snowy,day,urban,78,severe
05144.jpg,clear,dusk,rural,86,moderate
05145.jpg,cloudy,day,rural,98,moderate
05146.jpg,cloudy,day,urban,54,minor
05147.jpg,clear,dusk,urban,57,severe
05148.jpg,snowy,dusk,urban,62,severe
05149.jpg,clear,night,rural,55,moderate
05150.jpg,rainy,day,rural,54,minor
05151.jpg,cloudy,night,highway,101,moderate
05152.jpg,rainy,dusk,rural,39,severe
05153.jpg,cloudy,dawn,rural,79,severe
05154.jpg,cloudy,night,highway,54,minor
05155.jpg,rainy,night,urban,46,minor
05156.jpg,rainy,night,highway,63,minor
05157.jpg,snowy,night,rural,37,minor
05158.jpg,snowy,dusk,highway,78,moderate
05159.jpg,rainy,dusk,rural,80,moderate
05160.jpg,cloudy,day,highway,69,severe
05161.jpg,clear,day,highway,119,moderate
05162.jpg,rainy,day,urban,61,minor
05163.jpg,cloudy,day,rural,99,severe
05164.jpg,snowy,dusk,highway,60,minor
05165.jpg,cloudy,dusk,urban,108,severe
05166.jpg,snowy,day,highway,102,severe
05167.jpg,clear,night,urban,120,moderate
05168.jpg,clear,night,highway,120,moderate
05169.jpg,cloudy,dusk,rural,97,moderate
05170.jpg,snowy,day,highway,58,minor
05171.jpg,cloudy,day,urban,76,moderate
05172.jpg,cloudy,night,rural,77,minor
05173.jpg,clear,dawn,urban,107,severe
05174.jpg,clear,night,highway,30,minor
05175.jpg,cloudy,dawn,rural,112,moderate
05176.jpg,rainy,dusk,urban,112,severe
05177.jpg,snowy,dawn,highway,65,moderate
05178.jpg,clear,day,urban,42,moderate
05179.jpg,rainy,night,highway,79,minor
05180.jpg,cloudy,dawn,rural,98,severe
05181.jpg,snowy,dawn,urban,26,moderate
05182.jpg,cloudy,dawn,rural,102,moderate
05183.jpg,clear,dusk,rural,116,minor
05184.jpg,snowy,dawn,highway,79,moderate
05185.jpg,clear,day,urban,85,minor
05186.jpg,rainy,day,rural,47,minor
05187.jpg,cloudy,dusk,highway,76,minor
05188.jpg,rainy,day,urban,21,minor
05189.jpg,clear,dusk,urban,51,minor
05190.jpg,cloudy,dawn,rural,65,minor
05191.jpg,snowy,day,highway,59,moderate
05192.jpg,cloudy,dusk,urban,108,moderate
05193.jpg,clear,dawn,rural,61,moderate
05194.jpg,cloudy,night,rural,36,minor
05195.jpg,rainy,dawn,rural,41,moderate
05196.jpg,rainy,night,highway,59,severe
05197.jpg,rainy,dusk,rural,90,moderate
05198.jpg,clear,day,urban,33,minor
05199.jpg,clear,day,highway,57,minor
05200.jpg,cloudy,dawn,rural,118,moderate
05201.jpg,clear,night,rural,89,severe
05202.jpg,cloudy,dusk,urban,48,minor
05203.jpg,snowy,night,rural,52,moderate
05204.jpg,clear,dawn,rural,87,moderate
05205.jpg,clear,night,highway,51,minor
05206.jpg,clear,dusk,highway,25,minor
05207.jpg,rainy,dawn,rural,96,minor
05208.jpg,cloudy,dawn,urban,105,severe
05209.jpg,rainy,night,highway,48,minor
05210.jpg,rainy,day,rural,48,severe
05211.jpg,cloudy,dawn,highway,104,severe
05212.jpg,rainy,day,rural,83,severe
05213.jpg,clear,night,urban,31,minor
05214.jpg,cloudy,night,rural,99,minor
05215.jpg,clear,night,highway,81,minor
05216.jpg,clear,night,highway,104,minor
05217.jpg,clear,dusk,rural,23,minor
05218.jpg,cloudy,dusk,urban,82,minor
05219.jpg,snowy,dusk,rural,84,moderate
05220.jpg,snowy,night,urban,49,severe
05221.jpg,rainy,day,rural,32,minor
05222.jpg,snowy,dawn,rural,113,severe
05223.jpg,cloudy,night,rural,96,minor
05224.jpg,cloudy,night,rural,86,severe
05225.jpg,cloudy,dawn,urban,89,moderate
05226.jpg,clear,dawn,urban,45,minor
05227.jpg,snowy,dawn,highway,31,minor
05228.jpg,clear,night,rural,111,severe
05229.jpg,clear,dawn,highway,73,moderate
05230.jpg,snowy,night,urban,117,minor
05231.jpg,rainy,dusk,highway,34,minor
05232.jpg,clear,day,highway,78,moderate
05233.jpg,rainy,night,urban,29,minor
05234.jpg,rainy,dusk,rural,107,moderate
05235.jpg,cloudy,dawn,urban,76,minor
05236.jpg,rainy,dusk,urban,29,minor
05237.jpg,clear,night,urban,66,severe
05238.jpg,snowy,night,rural,29,minor
05239.jpg,snowy,dusk,urban,61,moderate
05240.jpg,snowy,dawn,highway,79,minor
05241.jpg,snowy,dusk,highway,51,minor
05242.jpg,cloudy,day,urban,98,minor
05243.jpg,rainy,day,highway,89,severe
05244.jpg,clear,day,highway,76,severe
05245.jpg,clear,day,highway,75,severe
05246.jpg,snowy,dusk,urban,41,minor
05247.jpg,cloudy,dawn,highway,20,severe
05248.jpg,cloudy,night,urban,72,minor
05249.jpg,snowy,dusk,urban,35,minor
05250.jpg,snowy,dusk,highway,81,minor
05251.jpg,snowy,dusk,urban,28,minor
05252.jpg,clear,dusk,rural,43,minor
05253.jpg,clear,dusk,highway,20,moderate
05254.jpg,snowy,dawn,rural,106,moderate
05255.jpg,snowy,night,rural,30,moderate
05256.jpg,clear,night,urban,112,severe
05257.jpg,snowy,dawn,urban,104,minor
05258.jpg,snowy,dusk,urban,76,moderate
05259.jpg,rainy,dusk,rural,118,minor
05260.jpg,snowy,day,urban,55,severe
05261.jpg,snowy,night,urban,46,severe
05262.jpg,rainy,dusk,rural,115,moderate
05263.jpg,snowy,dusk,highway,39,minor
05264.jpg,clear,day,highway,86,minor
05265.jpg,rainy,night,highway,24,minor
05266.jpg,cloudy,dawn,highway,49,moderate
05267.jpg,rainy,night,urban,67,minor
05268.jpg,snowy,dusk,highway,28,moderate
05269.jpg,clear,dawn,highway,64,moderate
05270.jpg,snowy,dawn,highway,28,severe
05271.jpg,snowy,day,highway,25,severe
05272.jpg,cloudy,day,rural,29,severe
05273.jpg,clear,dawn,rural,56,severe
05274.jpg,cloudy,dusk,rural,101,minor
05275.jpg,snowy,day,rural,56,severe
05276.jpg,clear,day,highway,116,minor
05277.jpg,snowy,day,highway,94,minor
05278.jpg,cloudy,day,rural,72,minor
05279.jpg,rainy,day,urban,116,severe
05280.jpg,cloudy,day,rural,51,minor
05281.jpg,cloudy,dawn,highway,94,severe
05282.jpg,cloudy,dusk,urban,88,minor
05283.jpg,cloudy,day,rural,41,moderate
05284.jpg,clear,dawn,rural,45,severe
05285.jpg,snowy,day,highway,44,minor
05286.jpg,cloudy,night,urban,113,minor
05287.jpg,snowy,dawn,urban,48,severe
05288.jpg,snowy,day,rural,41,minor
05289.jpg,snowy,day,highway,82,moderate
05290.jpg,rainy,dawn,urban,62,moderate
05291.jpg,snowy,dusk,highway,28,severe
05292.jpg,snowy,dusk,highway,34,severe
05293.jpg,rainy,dusk,rural,88,severe
05294.jpg,snowy,dusk,highway,75,severe
05295.jpg,rainy,dawn,urban,29,moderate
05296.jpg,snowy,dusk,highway,36,severe
05297.jpg,rainy,day,urban,74,severe
05298.jpg,snowy,day,rural,71,minor
05299.jpg,snowy,night,urban,77,severe
05300.jpg,snowy,night,rural,82,minor
05301.jpg,clear,dusk,highway,33,severe
05302.jpg,cloudy,dusk,rural,56,severe
05303.jpg,rainy,dusk,highway,60,severe
05304.jpg,rainy,dawn,rural,115,moderate
05305.jpg,cloudy,dusk,rural,103,moderate
05306.jpg,snowy,night,urban,30,moderate
05307.jpg,clear,dawn,urban,97,moderate
05308.jpg,snowy,night,rural,65,minor
05309.jpg,rainy,dawn,rural,61,moderate
05310.jpg,clear,night,rural,106,moderate
05311.jpg,snowy,dusk,urban,80,minor
05312.jpg,rainy,night,highway,49,minor
05313.jpg,cloudy,dawn,urban,35,moderate
05314.jpg,rainy,dusk,highway,66,moderate
05315.jpg,clear,dusk,urban,105,moderate
05316.jpg,snowy,night,urban,63,moderate
05317.jpg,snowy,dawn,urban,41,minor
05318.jpg,clear,dusk,highway,53,minor
05319.jpg,snowy,dawn,rural,91,severe
05320.jpg,rainy,day,urban,113,moderate
05321.jpg,cloudy,night,rural,38,severe
05322.jpg,clear,night,rural,94,severe
05323.jpg,cloudy,dawn,rural,111,severe
05324.jpg,clear,dawn,urban,115,moderate
05325.jpg,rainy,night,rural,119,minor
05326.jpg,clear,day,highway,51,moderate
05327.jpg,clear,day,rural,24,moderate
05328.jpg,snowy,dusk,rural,100,severe
05329.jpg,rainy,dawn,urban,34,moderate
05330.jpg,clear,dawn,rural,29,severe
05331.jpg,rainy,dusk,highway,72,moderate
05332.jpg,snowy,day,urban,35,moderate
05333.jpg,cloudy,day,highway,33,minor
05334.jpg,rainy,day,highway,98,severe
05335.jpg,rainy,dusk,urban,50,moderate
05336.jpg,snowy,dawn,highway,71,minor
05337.jpg,cloudy,day,highway,74,moderate
05338.jpg,clear,dusk,urban,97,minor
05339.jpg,rainy,day,highway,82,severe
05340.jpg,cloudy,dawn,rural,20,minor
05341.jpg,clear,dusk,rural,72,severe
05342.jpg,snowy,dusk,urban,71,moderate
05343.jpg,cloudy,night,urban,113,moderate
05344.jpg,clear,day,highway,56,minor
05345.jpg,rainy,day,highway,77,moderate
05346.jpg,snowy,night,urban,104,severe
05347.jpg,cloudy,night,highway,120,minor
05348.jpg,clear,dusk,highway,107,moderate
05349.jpg,rainy,day,urban,71,severe
05350.jpg,cloudy,day,highway,116,moderate
05351.jpg,snowy,night,rural,73,severe
05352.jpg,clear,dawn,rural,100,severe
05353.jpg,snowy,night,urban,44,severe
05354.jpg,clear,dusk,highway,89,minor
05355.jpg,cloudy,day,urban,62,severe
05356.jpg,snowy,dusk,highway,28,minor
05357.jpg,cloudy,day,highway,114,moderate
05358.jpg,clear,night,rural,110,severe
05359.jpg,cloudy,dusk,rural,62,severe
05360.jpg,snowy,day,rural,89,minor
05361.jpg,cloudy,day,urban,62,minor
05362.jpg,snowy,night,rural,99,moderate
05363.jpg,snowy,dusk,urban,113,minor
05364.jpg,clear,night,rural,86,severe
05365.jpg,rainy,night,rural,51,minor
05366.jpg,rainy,day,rural,94,moderate
05367.jpg,clear,dusk,rural,60,moderate
05368.jpg,cloudy,dusk,highway,64,minor
05369.jpg,snowy,day,rural,51,moderate
05370.jpg,snowy,dawn,rural,115,minor
05371.jpg,clear,night,urban,55,moderate
05372.jpg,rainy,dawn,highway,83,severe
05373.jpg,cloudy,night,rural,71,minor
05374.jpg,clear,night,highway,79,minor
05375.jpg,snowy,day,rural,67,minor
05376.jpg,snowy,dusk,highway,109,minor
05377.jpg,rainy,dawn,urban,52,severe
05378.jpg,cloudy,dusk,rural,76,moderate
05379.jpg,rainy,dawn,rural,116,severe
05380.jpg,cloudy,day,highway,33,severe
05381.jpg,snowy,dusk,urban,61,moderate
05382.jpg,clear,dusk,highway,83,severe
05383.jpg,snowy,dusk,highway,64,severe
05384.jpg,cloudy,dawn,urban,103,moderate
05385.jpg,clear,day,rural,117,severe
05386.jpg,clear,day,highway,46,minor
05387.jpg,cloudy,dawn,highway,115,moderate
05388.jpg,snowy,dawn,highway,52,moderate
05389.jpg,cloudy,dusk,highway,92,moderate
05390.jpg,cloudy,night,rural,38,minor
05391.jpg,clear,day,urban,44,moderate
05392.jpg,cloudy,day,highway,49,minor
05393.jpg,rainy,dawn,rural,64,severe
05394.jpg,cloudy,night,highway,92,moderate
05395.jpg,snowy,day,rural,95,minor
05396.jpg,rainy,dawn,urban,38,minor
05397.jpg,clear,dawn,highway,66,moderate
05398.jpg,rainy,day,rural,116,minor
05399.jpg,snowy,dusk,rural,96,minor
05400.jpg,clear,day,urban,20,minor
05401.jpg,rainy,dawn,urban,60,moderate
05402.jpg,cloudy,dawn,highway,54,severe
05403.jpg,clear,day,rural,29,severe
05404.jpg,cloudy,dusk,rural,63,minor
05405.jpg,snowy,dusk,highway,40,severe
05406.jpg,rainy,night,rural,57,severe
05407.jpg,clear,night,highway,47,moderate
05408.jpg,cloudy,night,highway,116,moderate
05409.jpg,clear,day,urban,78,minor
05410.jpg,clear,night,rural,51,severe
05411.jpg,cloudy,night,urban,24,minor
05412.jpg,clear,dawn,highway,120,severe
05413.jpg,rainy,night,highway,20,severe
05414.jpg,rainy,dawn,highway,95,severe
05415.jpg,clear,night,highway,36,severe
05416.jpg,rainy,day,urban,28,severe
05417.jpg,clear,dusk,urban,93,severe
05418.jpg,cloudy,night,urban,27,minor
05419.jpg,cloudy,day,urban,96,severe
05420.jpg,rainy,dawn,urban,93,moderate
05421.jpg,rainy,night,rural,57,moderate
05422.jpg,cloudy,day,highway,101,severe
05423.jpg,cloudy,dawn,rural,81,severe
05424.jpg,snowy,dawn,rural,110,moderate
05425.jpg,rainy,dusk,urban,59,severe
05426.jpg,snowy,dusk,highway,29,severe
05427.jpg,snowy,dawn,rural,85,minor
05428.jpg,clear,dusk,rural,56,moderate
05429.jpg,cloudy,day,urban,107,minor
05430.jpg,snowy,night,urban,39,moderate
05431.jpg,cloudy,night,rural,76,moderate
05432.jpg,clear,night,rural,43,severe
05433.jpg,rainy,day,highway,90,severe
05434.jpg,cloudy,dawn,rural,68,severe
05435.jpg,snowy,day,urban,97,severe
05436.jpg,rainy,dawn,highway,83,minor
05437.jpg,clear,dusk,urban,82,minor
05438.jpg,snowy,dawn,highway,27,moderate
05439.jpg,clear,night,rural,58,moderate
05440.jpg,rainy,day,urban,100,minor
05441.jpg,clear,dawn,urban,83,minor
05442.jpg,rainy,night,highway,120,moderate
05443.jpg,rainy,dawn,highway,34,minor
05444.jpg,clear,dawn,highway,88,minor
05445.jpg,clear,dawn,rural,53,minor
05446.jpg,clear,dawn,rural,87,minor
05447.jpg,clear,day,rural,86,severe
05448.jpg,clear,day,urban,84,moderate
05449.jpg,cloudy,dusk,highway,88,moderate
05450.jpg,snowy,dawn,urban,93,minor
05451.jpg,cloudy,night,rural,27,minor
05452.jpg,clear,dawn,rural,31,moderate
05453.jpg,clear,dawn,highway,118,severe
05454.jpg,clear,dusk,highway,83,minor
05455.jpg,snowy,night,rural,114,moderate
05456.jpg,snowy,dusk,urban,27,moderate
05457.jpg,cloudy,dawn,rural,32,severe
05458.jpg,snowy,dawn,highway,118,severe
05459.jpg,snowy,dusk,rural,86,minor
05460.jpg,snowy,dawn,rural,30,severe
05461.jpg,snowy,dawn,highway,95,severe
05462.jpg,cloudy,night,rural,57,moderate
05463.jpg,rainy,dawn,rural,79,minor
05464.jpg,snowy,day,urban,46,moderate
05465.jpg,cloudy,night,rural,61,moderate
05466.jpg,clear,dawn,rural,58,moderate
05467.jpg,rainy,dusk,highway,48,minor
05468.jpg,rainy,dusk,rural,103,minor
05469.jpg,rainy,day,highway,118,minor
05470.jpg,cloudy,dawn,urban,46,moderate
05471.jpg,clear,dawn,highway,66,moderate
05472.jpg,cloudy,day,urban,49,minor
05473.jpg,clear,night,rural,50,severe
05474.jpg,snowy,dusk,urban,105,moderate
05475.jpg,clear,dawn,highway,86,minor
05476.jpg,cloudy,dusk,urban,90,minor
05477.jpg,clear,dusk,highway,107,minor
05478.jpg,rainy,night,rural,30,moderate
05479.jpg,clear,day,rural,62,severe
05480.jpg,rainy,day,highway,116,minor
05481.jpg,clear,dawn,highway,34,severe
05482.jpg,snowy,dusk,highway,44,severe
05483.jpg,cloudy,dusk,highway,74,severe
05484.jpg,clear,dawn,rural,33,severe
05485.jpg,cloudy,day,urban,39,severe
05486.jpg,clear,dawn,urban,111,severe
05487.jpg,cloudy,dusk,rural,79,moderate
05488.jpg,cloudy,night,highway,81,moderate
05489.jpg,snowy,dusk,highway,88,moderate
05490.jpg,clear,dawn,highway,102,severe
05491.jpg,cloudy,night,rural,38,severe
05492.jpg,rainy,dusk,highway,55,moderate
05493.jpg,snowy,day,urban,104,severe
05494.jpg,snowy,night,highway,25,severe
05495.jpg,rainy,day,rural,91,moderate
05496.jpg,cloudy,dusk,highway,99,minor
05497.jpg,rainy,day,urban,103,moderate
05498.jpg,snowy,dawn,highway,68,severe
05499.jpg,clear,dawn,urban,77,severe
05500.jpg,rainy,dusk,urban,23,minor
05501.jpg,clear,day,highway,110,moderate
05502.jpg,rainy,night,rural,96,minor
05503.jpg,rainy,dawn,urban,85,moderate
05504.jpg,snowy,dusk,urban,23,minor
05505.jpg,clear,dawn,urban,90,severe
05506.jpg,rainy,dawn,highway,114,severe
05507.jpg,snowy,dawn,highway,33,moderate
05508.jpg,clear,night,highway,117,moderate
05509.jpg,snowy,day,highway,41,severe
05510.jpg,rainy,dawn,highway,91,severe
05511.jpg,rainy,night,rural,119,minor
05512.jpg,cloudy,dusk,highway,45,moderate
05513.jpg,snowy,night,urban,31,minor
05514.jpg,rainy,dusk,urban,105,minor
05515.jpg,cloudy,dusk,highway,27,moderate
05516.jpg,snowy,dawn,rural,60,minor
05517.jpg,snowy,night,highway,112,moderate
05518.jpg,rainy,night,rural,94,minor
05519.jpg,clear,day,urban,92,severe
05520.jpg,rainy,dusk,rural,29,severe
05521.jpg,clear,night,rural,95,severe
05522.jpg,rainy,dusk,urban,23,moderate
05523.jpg,snowy,night,rural,33,moderate
05524.jpg,rainy,dusk,urban,47,moderate
05525.jpg,clear,dawn,urban,113,minor
05526.jpg,cloudy,day,rural,66,severe
05527.jpg,clear,day,highway,32,severe
05528.jpg,clear,dusk,highway,64,moderate
05529.jpg,clear,day,rural,92,minor
05530.jpg,clear,dawn,highway,50,severe
05531.jpg,rainy,night,rural,56,moderate
05532.jpg,snowy,dusk,highway,105,severe
05533.jpg,clear,dawn,urban,117,minor
05534.jpg,snowy,day,urban,111,severe
05535.jpg,snowy,dusk,urban,81,moderate
05536.jpg,snowy,dusk,highway,86,moderate
05537.jpg,clear,dawn,urban,72,moderate
05538.jpg,rainy,day,urban,110,minor
05539.jpg,clear,night,urban,75,minor
05540.jpg,rainy,night,highway,39,minor
05541.jpg,clear,day,rural,91,severe
05542.jpg,rainy,dawn,rural,92,minor
05543.jpg,snowy,night,urban,79,minor
05544.jpg,rainy,dusk,highway,99,severe
05545.jpg,snowy,dusk,rural,104,moderate
05546.jpg,rainy,night,highway,118,severe
05547.jpg,rainy,night,highway,81,severe
05548.jpg,rainy,day,rural,94,minor
05549.jpg,rainy,dusk,highway,99,moderate
05550.jpg,cloudy,dusk,highway,43,minor
05551.jpg,clear,dusk,urban,81,moderate
05552.jpg,rainy,dusk,urban,33,minor
05553.jpg,snowy,day,highway,41,moderate
05554.jpg,rainy,dawn,urban,30,minor
05555.jpg,snowy,day,rural,54,minor
05556.jpg,cloudy,day,highway,73,moderate
05557.jpg,clear,dawn,rural,26,minor
05558.jpg,cloudy,day,urban,43,minor
05559.jpg,cloudy,day,urban,88,severe
05560.jpg,cloudy,night,highway,93,minor
05561.jpg,clear,dawn,urban,52,severe
05562.jpg,snowy,dawn,rural,102,severe
05563.jpg,clear,dusk,urban,52,moderate
05564.jpg,clear,day,highway,89,moderate
05565.jpg,cloudy,night,rural,36,moderate
05566.jpg,cloudy,day,urban,83,moderate
05567.jpg,snowy,dawn,highway,90,severe
05568.jpg,rainy,dawn,highway,84,severe
05569.jpg,clear,dusk,highway,70,severe
05570.jpg,snowy,day,rural,35,minor
05571.jpg,snowy,dusk,rural,43,moderate
05572.jpg,rainy,dusk,rural,91,moderate
05573.jpg,clear,dusk,urban,50,moderate
05574.jpg,rainy,dawn,urban,102,severe
05575.jpg,clear,day,highway,30,minor
05576.jpg,snowy,dusk,highway,56,moderate
05577.jpg,rainy,night,urban,82,severe
05578.jpg,clear,day,urban,25,minor
05579.jpg,snowy,night,highway,74,severe
05580.jpg,clear,night,rural,80,moderate
05581.jpg,clear,day,urban,117,severe
05582.jpg,clear,dawn,urban,46,severe
05583.jpg,rainy,dusk,rural,106,severe
05584.jpg,rainy,dawn,rural,59,minor
05585.jpg,snowy,day,urban,109,moderate
05586.jpg,rainy,day,urban,28,minor
05587.jpg,rainy,dusk,highway,119,severe
05588.jpg,cloudy,dusk,rural,66,moderate
05589.jpg,clear,dawn,rural,26,moderate
05590.jpg,rainy,night,urban,71,severe
05591.jpg,rainy,dusk,rural,77,minor
05592.jpg,clear,dawn,urban,26,moderate
05593.jpg,clear,night,rural,104,minor
05594.jpg,rainy,dawn,rural,37,minor
05595.jpg,clear,night,highway,119,severe
05596.jpg,snowy,night,urban,104,minor
05597.jpg,cloudy,dusk,urban,61,severe
05598.jpg,clear,dawn,rural,100,moderate
05599.jpg,snowy,night,highway,39,moderate
05600.jpg,clear,day,highway,75,minor
05601.jpg,cloudy,dusk,urban,33,severe
05602.jpg,rainy,dawn,rural,102,severe
05603.jpg,cloudy,night,urban,39,moderate
05604.jpg,snowy,dawn,urban,44,minor
05605.jpg,clear,dusk,highway,81,minor
05606.jpg,snowy,dawn,urban,20,severe
05607.jpg,clear,dusk,highway,63,minor
05608.jpg,clear,night,highway,100,moderate
05609.jpg,cloudy,day,rural,65,minor
05610.jpg,rainy,night,highway,109,severe
05611.jpg,clear,dawn,highway,90,severe
05612.jpg,cloudy,dawn,rural,91,minor
05613.jpg,rainy,dawn,urban,84,minor
05614.jpg,snowy,dawn,rural,109,moderate
05615.jpg,snowy,day,rural,45,moderate
05616.jpg,cloudy,day,rural,61,severe
05617.jpg,clear,dawn,highway,86,moderate
05618.jpg,clear,night,urban,83,minor
05619.jpg,cloudy,dusk,urban,20,severe
05620.jpg,rainy,dawn,highway,87,moderate
05621.jpg,snowy,day,urban,85,minor
05622.jpg,cloudy,night,urban,50,severe
05623.jpg,snowy,day,urban,70,severe
05624.jpg,snowy,dusk,urban,108,minor
05625.jpg,snowy,day,highway,107,minor
05626.jpg,cloudy,night,urban,84,severe
05627.jpg,cloudy,night,urban,98,severe
05628.jpg,snowy,dusk,highway,110,severe
05629.jpg,snowy,day,highway,80,minor
05630.jpg,snowy,day,rural,93,minor
05631.jpg,clear,day,rural,57,minor
05632.jpg,rainy,day,rural,49,moderate
05633.jpg,cloudy,dusk,urban,82,severe
05634.jpg,cloudy,dawn,highway,46,minor
05635.jpg,snowy,night,rural,117,severe
05636.jpg,rainy,dusk,urban,85,moderate
05637.jpg,snowy,night,highway,99,moderate
05638.jpg,rainy,dawn,rural,54,minor
05639.jpg,snowy,dusk,rural,41,moderate
05640.jpg,rainy,dusk,urban,117,moderate
05641.jpg,rainy,dusk,highway,109,minor
05642.jpg,rainy,day,urban,90,severe
05643.jpg,clear,dusk,highway,98,severe
05644.jpg,snowy,night,urban,82,moderate
05645.jpg,snowy,night,highway,98,moderate
05646.jpg,cloudy,night,urban,29,moderate
05647.jpg,cloudy,dusk,rural,32,moderate
05648.jpg,rainy,night,rural,70,severe
05649.jpg,snowy,dusk,urban,98,minor
05650.jpg,clear,day,urban,41,severe
05651.jpg,clear,dawn,highway,88,severe
05652.jpg,clear,night,urban,26,severe
05653.jpg,snowy,dawn,urban,36,severe
05654.jpg,clear,dusk,highway,23,severe
05655.jpg,cloudy,dusk,rural,68,severe
05656.jpg,clear,dawn,rural,55,severe
05657.jpg,clear,day,urban,58,severe
05658.jpg,rainy,day,rural,44,minor
05659.jpg,rainy,dusk,urban,76,moderate
05660.jpg,clear,night,rural,104,minor
05661.jpg,cloudy,dawn,rural,43,moderate
05662.jpg,clear,dusk,highway,68,severe
05663.jpg,snowy,dawn,urban,63,severe
05664.jpg,snowy,dusk,urban,53,severe
05665.jpg,snowy,dawn,urban,34,minor
05666.jpg,rainy,dusk,highway,78,severe
05667.jpg,cloudy,night,urban,115,minor
05668.jpg,rainy,dawn,rural,32,moderate
05669.jpg,clear,night,highway,100,severe
05670.jpg,cloudy,night,highway,59,moderate
05671.jpg,snowy,dusk,rural,98,minor
05672.jpg,snowy,dawn,rural,104,severe
05673.jpg,snowy,night,urban,84,severe
05674.jpg,snowy,night,highway,67,moderate
05675.jpg,snowy,day,highway,50,moderate
05676.jpg,clear,day,rural,103,minor
05677.jpg,cloudy,day,highway,26,minor
05678.jpg,snowy,day,urban,92,minor
05679.jpg,snowy,dawn,highway,112,severe
05680.jpg,snowy,dusk,urban,71,moderate
05681.jpg,cloudy,dusk,rural,119,moderate
05682.jpg,clear,night,rural,67,moderate
05683.jpg,rainy,day,urban,31,minor
05684.jpg,rainy,night,urban,118,minor
05685.jpg,snowy,dawn,rural,77,severe
05686.jpg,rainy,night,highway,78,severe
05687.jpg,clear,night,highway,83,minor
05688.jpg,rainy,dusk,highway,68,minor
05689.jpg,rainy,night,highway,32,severe
05690.jpg,cloudy,dawn,urban,93,severe
05691.jpg,snowy,night,urban,85,severe
05692.jpg,snowy,dawn,highway,45,severe
05693.jpg,snowy,dusk,urban,74,moderate
05694.jpg,rainy,day,rural,95,minor
05695.jpg,snowy,dusk,urban,101,moderate
05696.jpg,cloudy,day,highway,108,moderate
05697.jpg,rainy,dawn,urban,112,moderate
