image,weather,time_of_day,road_type,speed,severity
04242.jpg,snowy,day,highway,67,moderate
04243.jpg,clear,dusk,rural,111,severe
04244.jpg,snowy,dusk,highway,91,severe
04245.jpg,snowy,night,urban,87,severe
04246.jpg,clear,dawn,urban,57,minor
04247.jpg,cloudy,dawn,urban,63,minor
04248.jpg,rainy,day,highway,74,moderate
04249.jpg,rainy,dusk,highway,85,severe
04250.jpg,rainy,night,urban,86,minor
04251.jpg,rainy,dusk,urban,47,moderate
04252.jpg,snowy,night,highway,89,moderate
04253.jpg,rainy,day,highway,50,severe
04254.jpg,snowy,dusk,urban,55,severe
04255.jpg,clear,night,highway,82,minor
04256.jpg,rainy,dusk,urban,81,minor
04257.jpg,clear,night,highway,118,severe
04258.jpg,cloudy,day,urban,108,moderate
04259.jpg,rainy,night,highway,98,minor
04260.jpg,clear,night,highway,111,severe
04261.jpg,snowy,dusk,urban,80,moderate
04262.jpg,rainy,night,highway,98,minor
04263.jpg,clear,dusk,urban,98,minor
04264.jpg,cloudy,dawn,urban,89,severe
04265.jpg,snowy,dawn,rural,68,moderate
04266.jpg,clear,dawn,rural,57,moderate
04267.jpg,clear,dusk,highway,91,severe
04268.jpg,rainy,day,rural,44,severe
04269.jpg,rainy,night,rural,87,severe
04270.jpg,rainy,dusk,urban,35,minor
04271.jpg,clear,night,rural,93,minor
04272.jpg,clear,dusk,urban,50,severe
04273.jpg,rainy,dawn,rural,96,moderate
04274.jpg,clear,day,rural,57,minor
04275.jpg,snowy,dawn,urban,61,minor
04276.jpg,cloudy,day,highway,40,moderate
04277.jpg,rainy,day,urban,98,minor
04278.jpg,clear,night,rural,102,severe
04279.jpg,snowy,day,rural,101,minor
04280.jpg,snowy,dusk,urban,58,moderate
04281.jpg,clear,dawn,highway,88,moderate
04282.jpg,snowy,dusk,highway,72,moderate
04283.jpg,rainy,dusk,rural,29,minor
04284.jpg,clear,night,urban,117,minor
04285.jpg,clear,day,highway,47,minor
04286.jpg,cloudy,night,highway,44,severe
04287.jpg,clear,dusk,rural,37,moderate
04288.jpg,rainy,dawn,urban,48,minor
04289.jpg,snowy,dawn,highway,88,moderate
04290.jpg,rainy,night,rural,39,minor
04291.jpg,clear,night,highway,24,minor
04292.jpg,snowy,night,highway,97,severe
04293.jpg,cloudy,day,urban,73,minor
04294.jpg,snowy,day,rural,58,moderate
04295.jpg,rainy,day,urban,72,minor
04296.jpg,cloudy,dusk,rural,49,severe
04297.jpg,cloudy,day,urban,33,moderate
04298.jpg,snowy,night,rural,101,minor
04299.jpg,snowy,dawn,rural,47,moderate
04300.jpg,cloudy,day,urban,115,severe
04301.jpg,clear,dusk,urban,60,moderate
04302.jpg,cloudy,day,highway,66,severe
04303.jpg,snowy,night,urban,98,severe
04304.jpg,cloudy,dusk,highway,76,severe
04305.jpg,snowy,night,rural,71,minor
04306.jpg,cloudy,night,rural,94,moderate
04307.jpg,clear,day,urban,92,minor
04308.jpg,clear,day,rural,105,minor
04309.jpg,cloudy,dawn,urban,116,minor
04310.jpg,rainy,dusk,rural,56,severe
04311.jpg,snowy,day,rural,116,minor
04312.jpg,cloudy,dusk,highway,27,moderate
04313.jpg,rainy,dawn,highway,103,severe
04314.jpg,rainy,dawn,highway,22,severe
04315.jpg,snowy,day,highway,45,moderate
04316.jpg,rainy,dawn,urban,82,moderate
04317.jpg,clear,dawn,rural,118,moderate
04318.jpg,clear,night,urban,77,moderate
04319.jpg,cloudy,day,rural,33,severe
04320.jpg,rainy,night,rural,91,moderate
04321.jpg,rainy,night,highway,104,moderate
04322.jpg,snowy,dusk,urban,55,minor
04323.jpg,cloudy,night,urban,31,moderate
04324.jpg,snowy,dusk,highway,99,moderate
04325.jpg,rainy,dusk,urban,47,minor
04326.jpg,rainy,night,urban,110,minor
04327.jpg,rainy,dawn,highway,40,minor
04328.jpg,clear,dusk,urban,119,moderate
04329.jpg,snowy,day,rural,90,minor
04330.jpg,clear,dusk,highway,50,severe
04331.jpg,clear,day,highway,92,severe
04332.jpg,cloudy,dusk,rural,21,severe
04333.jpg,rainy,dusk,urban,86,severe
04334.jpg,snowy,dawn,highway,40,moderate
04335.jpg,cloudy,dusk,urban,107,minor
04336.jpg,rainy,dusk,urban,86,moderate
04337.jpg,clear,dawn,highway,92,minor
04338.jpg,rainy,day,highway,118,moderate
04339.jpg,rainy,day,rural,114,minor
04340.jpg,rainy,dusk,rural,114,moderate
04341.jpg,cloudy,dusk,highway,47,minor
04342.jpg,snowy,day,highway,95,moderate
04343.jpg,snowy,dawn,highway,76,minor
04344.jpg,rainy,dawn,rural,72,severe
04345.jpg,clear,dusk,rural,55,moderate
04346.jpg,clear,day,highway,35,minor
04347.jpg,clear,night,urban,114,minor
04348.jpg,cloudy,night,highway,54,minor
04349.jpg,rainy,day,urban,109,minor
04350.jpg,cloudy,dawn,highway,103,severe
04351.jpg,rainy,dawn,highway,81,moderate
04352.jpg,clear,day,urban,64,severe
04353.jpg,rainy,dawn,urban,90,severe
04354.jpg,cloudy,night,urban,28,moderate
04355.jpg,snowy,night,urban,102,minor
04356.jpg,cloudy,dusk,rural,115,minor
04357.jpg,cloudy,dusk,urban,58,minor
04358.jpg,rainy,dawn,highway,117,moderate
04359.jpg,rainy,night,highway,116,moderate
04360.jpg,clear,dawn,urban,71,moderate
04361.jpg,cloudy,dusk,highway,23,severe
04362.jpg,clear,dawn,urban,46,severe
04363.jpg,snowy,day,highway,51,minor
04364.jpg,snowy,day,urban,77,severe
04365.jpg,clear,night,rural,86,minor
04366.jpg,clear,night,urban,67,moderate
04367.jpg,snowy,night,highway,45,severe
04368.jpg,snowy,night,rural,24,severe
04369.jpg,cloudy,night,highway,47,moderate
04370.jpg,cloudy,dusk,rural,86,moderate
04371.jpg,cloudy,day,highway,82,minor
04372.jpg,rainy,dusk,highway,50,severe
04373.jpg,snowy,dawn,urban,57,moderate
04374.jpg,clear,dawn,urban,22,minor
04375.jpg,clear,day,rural,43,severe
04376.jpg,rainy,dusk,rural,21,minor
04377.jpg,snowy,dawn,highway,90,minor
04378.jpg,rainy,night,highway,35,severe
04379.jpg,cloudy,dusk,rural,51,severe
04380.jpg,clear,dusk,rural,96,minor
04381.jpg,snowy,day,rural,51,severe
04382.jpg,snowy,dawn,rural,63,moderate
04383.jpg,clear,night,urban,46,minor
04384.jpg,cloudy,day,rural,41,moderate
04385.jpg,rainy,day,highway,45,minor
04386.jpg,cloudy,night,rural,37,minor
04387.jpg,cloudy,dawn,highway,46,minor
04388.jpg,clear,day,urban,115,severe
04389.jpg,clear,dawn,rural,49,moderate
04390.jpg,snowy,night,urban,76,minor
04391.jpg,clear,dusk,rural,43,moderate
04392.jpg,snowy,day,rural,45,moderate
04393.jpg,rainy,day,rural,55,severe
04394.jpg,cloudy,dusk,highway,46,moderate
04395.jpg,clear,night,rural,74,severe
04396.jpg,snowy,night,rural,66,moderate
04397.jpg,snowy,night,rural,86,moderate
04398.jpg,rainy,night,urban,22,moderate
04399.jpg,rainy,night,urban,71,minor
04400.jpg,clear,dawn,rural,72,moderate
04401.jpg,clear,night,rural,73,moderate
04402.jpg,cloudy,dusk,rural,99,severe
04403.jpg,snowy,dawn,rural,25,minor
04404.jpg,snowy,day,rural,54,moderate
04405.jpg,clear,dawn,urban,49,minor
04406.jpg,snowy,day,rural,120,minor
04407.jpg,snowy,dawn,highway,109,moderate
04408.jpg,snowy,day,rural,82,severe
04409.jpg,clear,dusk,highway,29,severe
04410.jpg,rainy,dusk,urban,20,severe
04411.jpg,snowy,day,highway,72,severe
04412.jpg,clear,dusk,urban,56,minor
04413.jpg,clear,day,rural,118,minor
04414.jpg,clear,night,urban,59,severe
04415.jpg,rainy,dawn,urban,109,minor
04416.jpg,cloudy,dawn,urban,21,severe
04417.jpg,rainy,night,urban,44,severe
04418.jpg,snowy,dawn,urban,48,minor
04419.jpg,cloudy,day,rural,99,moderate
04420.jpg,snowy,night,rural,114,severe
04421.jpg,rainy,day,urban,35,severe
04422.jpg,clear,dawn,urban,29,severe
04423.jpg,snowy,dusk,rural,20,minor
04424.jpg,clear,dusk,highway,52,moderate
04425.jpg,clear,dusk,urban,78,severe
04426.jpg,cloudy,day,highway,73,severe
04427.jpg,snowy,day,urban,102,minor
04428.jpg,clear,dawn,urban,29,moderate
04429.jpg,rainy,dusk,highway,83,minor
04430.jpg,snowy,dawn,urban,90,severe
04431.jpg,clear,night,highway,20,severe
04432.jpg,cloudy,night,rural,34,severe
04433.jpg,rainy,dawn,rural,102,moderate
04434.jpg,snowy,dawn,highway,39,severe
04435.jpg,cloudy,dawn,highway,112,moderate
04436.jpg,rainy,dusk,urban,32,minor
04437.jpg,clear,dawn,rural,66,minor
04438.jpg,rainy,night,highway,42,moderate
04439.jpg,clear,night,rural,82,severe
04440.jpg,cloudy,dawn,urban,28,minor
04441.jpg,rainy,dusk,urban,23,minor
04442.jpg,rainy,dusk,rural,21,severe
04443.jpg,cloudy,dusk,rural,111,minor
04444.jpg,snowy,night,rural,28,severe
04445.jpg,cloudy,day,urban,40,severe
04446.jpg,cloudy,night,rural,111,moderate
04447.jpg,rainy,day,urban,73,minor
04448.jpg,clear,dawn,highway,116,severe
04449.jpg,snowy,dusk,highway,72,minor
04450.jpg,clear,night,rural,48,moderate
04451.jpg,rainy,dusk,highway,116,minor
04452.jpg,clear,day,urban,74,minor
04453.jpg,snowy,dusk,highway,58,moderate
04454.jpg,rainy,night,rural,45,moderate
04455.jpg,snowy,dawn,highway,79,minor
04456.jpg,clear,dawn,urban,72,severe
04457.jpg,cloudy,dawn,urban,27,minor
04458.jpg,rainy,day,urban,36,severe
04459.jpg,cloudy,day,urban,84,minor
04460.jpg,clear,night,rural,56,moderate
04461.jpg,cloudy,night,urban,113,severe
04462.jpg,clear,night,urban,73,minor
04463.jpg,rainy,night,urban,30,moderate
04464.jpg,cloudy,dawn,rural,108,moderate
04465.jpg,cloudy,dawn,rural,40,moderate
04466.jpg,clear,dusk,urban,81,severe
04467.jpg,snowy,night,highway,84,minor
04468.jpg,clear,dusk,highway,79,minor
04469.jpg,rainy,dawn,highway,26,severe
04470.jpg,cloudy,day,urban,107,severe
04471.jpg,clear,day,urban,29,severe
04472.jpg,rainy,dawn,highway,72,moderate
04473.jpg,clear,dawn,urban,64,severe
04474.jpg,cloudy,night,urban,112,minor
04475.jpg,cloudy,dawn,rural,86,severe
04476.jpg,cloudy,dusk,urban,110,severe
04477.jpg,cloudy,dawn,highway,71,moderate
04478.jpg,rainy,dusk,urban,77,moderate
04479.jpg,cloudy,dusk,urban,97,minor
04480.jpg,rainy,day,rural,81,severe
04481.jpg,cloudy,dusk,urban,41,moderate
04482.jpg,cloudy,night,rural,50,moderate
04483.jpg,snowy,dusk,rural,118,moderate
04484.jpg,cloudy,day,highway,25,minor
04485.jpg,snowy,day,urban,96,severe
04486.jpg,clear,day,highway,83,severe
04487.jpg,cloudy,dawn,highway,92,severe
04488.jpg,cloudy,dusk,urban,20,minor
04489.jpg,cloudy,day,rural,113,moderate
04490.jpg,cloudy,night,urban,79,moderate
04491.jpg,snowy,dawn,highway,89,moderate
04492.jpg,clear,day,rural,81,minor
04493.jpg,cloudy,dusk,rural,105,minor
04494.jpg,cloudy,dawn,urban,89,moderate
04495.jpg,rainy,dawn,highway,83,minor
04496.jpg,rainy,dawn,highway,102,minor
04497.jpg,clear,day,rural,51,severe
04498.jpg,rainy,dawn,rural,63,moderate
04499.jpg,cloudy,day,highway,40,moderate
04500.jpg,snowy,day,highway,67,moderate
04501.jpg,snowy,dawn,highway,27,moderate
04502.jpg,rainy,dawn,urban,26,minor
04503.jpg,snowy,dusk,highway,94,minor
04504.jpg,snowy,night,urban,33,moderate
04505.jpg,rainy,night,urban,51,moderate
04506.jpg,rainy,night,urban,84,minor
04507.jpg,rainy,day,rural,120,moderate
04508.jpg,cloudy,night,highway,102,minor
04509.jpg,clear,night,rural,96,severe
04510.jpg,cloudy,day,highway,88,minor
04511.jpg,cloudy,night,rural,63,severe
04512.jpg,rainy,night,urban,74,severe
04513.jpg,cloudy,night,highway,94,minor
04514.jpg,cloudy,dusk,highway,73,severe
04515.jpg,rainy,dawn,urban,79,moderate
04516.jpg,rainy,dusk,highway,62,moderate
04517.jpg,cloudy,night,rural,80,moderate
04518.jpg,cloudy,dawn,rural,53,minor
04519.jpg,snowy,night,rural,35,minor
04520.jpg,snowy,dusk,urban,55,severe
04521.jpg,cloudy,day,urban,120,moderate
04522.jpg,cloudy,dawn,highway,33,minor
04523.jpg,snowy,day,highway,112,minor
04524.jpg,clear,dusk,urban,79,moderate
04525.jpg,snowy,dawn,highway,109,moderate
04526.jpg,snowy,dawn,highway,56,moderate
04527.jpg,clear,day,rural,57,severe
04528.jpg,clear,day,urban,116,moderate
04529.jpg,cloudy,day,rural,54,minor
04530.jpg,rainy,night,urban,66,moderate
04531.jpg,snowy,day,urban,35,minor
04532.jpg,snowy,night,highway,92,severe
04533.jpg,cloudy,day,highway,20,minor
04534.jpg,cloudy,day,highway,23,severe
04535.jpg,rainy,dusk,highway,35,severe
04536.jpg,clear,night,highway,103,moderate
04537.jpg,rainy,night,urban,20,moderate
04538.jpg,snowy,day,urban,82,severe
04539.jpg,rainy,night,urban,21,severe
04540.jpg,cloudy,dawn,highway,65,moderate
04541.jpg,cloudy,night,highway,45,severe
04542.jpg,cloudy,dusk,highway,49,minor
04543.jpg,snowy,dusk,highway,26,minor
04544.jpg,cloudy,day,rural,35,minor
04545.jpg,snowy,day,highway,55,moderate
04546.jpg,clear,dusk,urban,22,minor
04547.jpg,snowy,day,rural,57,severe
04548.jpg,snowy,night,urban,62,severe
04549.jpg,snowy,day,rural,72,moderate
04550.jpg,rainy,day,highway,87,minor
04551.jpg,clear,dusk,highway,32,severe
04552.jpg,rainy,dawn,rural,43,moderate
04553.jpg,rainy,dusk,highway,22,severe
04554.jpg,cloudy,dusk,urban,85,minor
04555.jpg,rainy,night,urban,87,moderate
04556.jpg,cloudy,day,rural,97,severe
04557.jpg,rainy,dusk,urban,116,severe
04558.jpg,clear,day,highway,56,severe
04559.jpg,rainy,dawn,highway,41,moderate
04560.jpg,cloudy,day,urban,94,minor
04561.jpg,cloudy,dawn,highway,72,severe
04562.jpg,rainy,night,rural,94,moderate
04563.jpg,snowy,night,rural,35,minor
04564.jpg,snowy,night,urban,83,moderate
04565.jpg,rainy,night,rural,29,minor
04566.jpg,clear,night,highway,99,minor
04567.jpg,clear,dawn,urban,76,minor
04568.jpg,snowy,dusk,urban,61,moderate
04569.jpg,cloudy,dusk,rural,111,minor
04570.jpg,snowy,day,rural,73,minor
04571.jpg,cloudy,dusk,highway,76,severe
04572.jpg,cloudy,dusk,urban,97,moderate
04573.jpg,clear,day,highway,27,severe
04574.jpg,rainy,dawn,rural,97,minor
04575.jpg,rainy,dawn,highway,62,moderate
04576.jpg,rainy,dusk,urban,70,minor
04577.jpg,cloudy,day,highway,73,severe
04578.jpg,clear,dawn,highway,112,minor
04579.jpg,rainy,night,rural,100,minor
04580.jpg,cloudy,dusk,rural,101,severe
04581.jpg,snowy,night,highway,44,severe
04582.jpg,clear,dusk,highway,107,minor
04583.jpg,cloudy,night,rural,120,moderate
04584.jpg,cloudy,night,urban,39,moderate
04585.jpg,snowy,night,rural,61,severe
04586.jpg,snowy,dawn,highway,84,moderate
04587.jpg,cloudy,night,rural,51,minor
04588.jpg,clear,night,rural,104,minor
04589.jpg,clear,dusk,rural,110,severe
04590.jpg,rainy,dawn,urban,22,moderate
04591.jpg,snowy,day,rural,54,severe
04592.jpg,clear,dusk,highway,77,minor
04593.jpg,rainy,night,urban,88,severe
04594.jpg,rainy,day,highway,28,severe
04595.jpg,cloudy,night,highway,60,severe
04596.jpg,clear,day,highway,64,moderate
04597.jpg,clear,dusk,highway,102,moderate
04598.jpg,clear,day,highway,80,severe
04599.jpg,cloudy,dawn,rural,83,severe
04600.jpg,cloudy,day,highway,69,minor
04601.jpg,rainy,day,urban,97,minor
04602.jpg,snowy,dusk,rural,62,minor
04603.jpg,rainy,dusk,urban,52,severe
04604.jpg,snowy,night,urban,40,severe
04605.jpg,clear,dusk,highway,120,moderate
04606.jpg,clear,night,urban,73,moderate
04607.jpg,clear,night,highway,94,moderate
04608.jpg,clear,night,rural,75,minor
04609.jpg,clear,day,urban,72,minor
04610.jpg,rainy,night,urban,38,minor
04611.jpg,cloudy,day,urban,20,moderate
04612.jpg,snowy,night,highway,93,minor
04613.jpg,clear,dawn,rural,26,minor
04614.jpg,snowy,day,rural,30,minor
04615.jpg,cloudy,night,highway,66,severe
04616.jpg,cloudy,dusk,urban,30,moderate
04617.jpg,clear,day,rural,106,severe
04618.jpg,cloudy,night,highway,94,minor
04619.jpg,clear,night,rural,81,minor
04620.jpg,clear,night,highway,105,moderate
04621.jpg,clear,night,highway,120,severe
04622.jpg,cloudy,dusk,rural,66,moderate
04623.jpg,cloudy,night,urban,45,moderate
04624.jpg,clear,dusk,highway,64,minor
04625.jpg,snowy,dusk,rural,76,severe
04626.jpg,snowy,day,highway,20,minor
04627.jpg,clear,day,highway,37,moderate
04628.jpg,clear,dusk,highway,86,moderate
04629.jpg,clear,day,rural,38,minor
04630.jpg,cloudy,dawn,rural,115,moderate
04631.jpg,cloudy,dusk,rural,79,severe
04632.jpg,rainy,dawn,rural,67,minor
04633.jpg,clear,dusk,rural,44,moderate
04634.jpg,rainy,dawn,rural,105,minor
04635.jpg,cloudy,night,urban,95,moderate
04636.jpg,rainy,dawn,highway,45,moderate
04637.jpg,rainy,dawn,highway,113,moderate
04638.jpg,cloudy,day,highway,56,moderate
04639.jpg,snowy,night,urban,61,minor
04640.jpg,snowy,night,urban,47,minor
04641.jpg,clear,dusk,rural,70,severe
04642.jpg,rainy,dusk,rural,59,severe
04643.jpg,rainy,dusk,highway,68,minor
04644.jpg,rainy,day,highway,43,moderate
04645.jpg,clear,day,rural,88,moderate
04646.jpg,clear,night,highway,105,minor
04647.jpg,clear,dawn,rural,50,minor
04648.jpg,cloudy,dawn,urban,93,severe
04649.jpg,rainy,dusk,urban,65,minor
04650.jpg,cloudy,dusk,urban,37,severe
04651.jpg,clear,dusk,rural,101,minor
04652.jpg,rainy,dusk,rural,86,minor
04653.jpg,cloudy,day,urban,93,moderate
04654.jpg,clear,dawn,rural,57,minor
04655.jpg,rainy,night,urban,34,minor
04656.jpg,cloudy,day,highway,118,minor
04657.jpg,snowy,night,highway,25,minor
04658.jpg,clear,night,urban,108,severe
04659.jpg,clear,dawn,rural,65,severe
04660.jpg,rainy,dusk,highway,30,severe
04661.jpg,cloudy,day,highway,59,moderate
04662.jpg,clear,dusk,rural,47,severe
04663.jpg,snowy,dawn,highway,72,minor
04664.jpg,snowy,night,rural,54,minor
04665.jpg,rainy,day,highway,110,moderate
04666.jpg,rainy,day,rural,50,moderate
04667.jpg,cloudy,dusk,highway,34,moderate
04668.jpg,clear,dusk,highway,39,minor
04669.jpg,cloudy,dawn,highway,65,minor
04670.jpg,snowy,dusk,rural,78,severe
04671.jpg,snowy,day,highway,96,moderate
04672.jpg,clear,dusk,highway,85,moderate
04673.jpg,snowy,dusk,urban,61,moderate
04674.jpg,cloudy,night,urban,44,minor
04675.jpg,snowy,night,highway,83,moderate
04676.jpg,clear,day,urban,52,minor
04677.jpg,clear,day,urban,37,severe
04678.jpg,cloudy,day,urban,23,moderate
04679.jpg,snowy,day,highway,47,moderate
04680.jpg,rainy,dusk,rural,38,moderate
04681.jpg,clear,night,highway,27,minor
04682.jpg,snowy,dawn,urban,39,severe
04683.jpg,snowy,dawn,urban,117,minor
04684.jpg,cloudy,night,urban,76,minor
04685.jpg,cloudy,dusk,urban,100,severe
04686.jpg,cloudy,day,rural,62,moderate
04687.jpg,clear,dusk,highway,100,minor
04688.jpg,clear,dawn,urban,36,minor
04689.jpg,clear,night,rural,41,minor
04690.jpg,cloudy,night,urban,87,minor
04691.jpg,cloudy,dusk,rural,43,minor
04692.jpg,clear,day,urban,62,severe
04693.jpg,rainy,night,urban,35,minor
04694.jpg,rainy,dawn,urban,117,minor
04695.jpg,snowy,night,highway,40,moderate
04696.jpg,cloudy,dusk,highway,102,minor
04697.jpg,cloudy,night,rural,37,minor
04698.jpg,clear,dawn,highway,24,severe
04699.jpg,clear,night,highway,52,moderate
04700.jpg,cloudy,dawn,urban,81,severe
04701.jpg,clear,night,highway,65,severe
04702.jpg,clear,night,highway,28,moderate
04703.jpg,snowy,dusk,highway,98,minor
04704.jpg,snowy,night,highway,49,moderate
04705.jpg,cloudy,day,urban,55,severe
04706.jpg,cloudy,night,highway,86,minor
04707.jpg,cloudy,night,rural,61,moderate
04708.jpg,snowy,dusk,urban,113,severe
04709.jpg,snowy,day,urban,104,moderate
04710.jpg,rainy,night,urban,28,severe
04711.jpg,rainy,day,rural,67,moderate
04712.jpg,rainy,night,urban,28,severe
04713.jpg,clear,dusk,rural,21,moderate
04714.jpg,rainy,dusk,highway,70,severe
04715.jpg,cloudy,dawn,highway,84,severe
04716.jpg,rainy,dusk,highway,92,minor
04717.jpg,clear,day,rural,114,minor
04718.jpg,clear,dusk,urban,76,minor
04719.jpg,rainy,night,urban,94,moderate
04720.jpg,cloudy,night,highway,50,minor
04721.jpg,clear,dusk,rural,90,minor
04722.jpg,cloudy,dawn,urban,46,severe
04723.jpg,rainy,day,highway,79,moderate
04724.jpg,rainy,day,highway,50,severe
04725.jpg,cloudy,dusk,rural,56,moderate
04726.jpg,clear,night,highway,111,minor
04727.jpg,clear,dawn,rural,115,moderate
04728.jpg,cloudy,dusk,urban,69,minor
04729.jpg,rainy,day,rural,32,severe
04730.jpg,rainy,night,rural,78,moderate
04731.jpg,snowy,dawn,highway,21,minor
04732.jpg,rainy,day,rural,38,minor
04733.jpg,rainy,night,highway,78,moderate
04734.jpg,clear,night,urban,84,moderate
04735.jpg,rainy,dusk,highway,68,severe
04736.jpg,rainy,day,highway,111,moderate
04737.jpg,clear,dusk,urban,61,minor
04738.jpg,snowy,dawn,highway,46,moderate
04739.jpg,cloudy,day,urban,100,minor
04740.jpg,clear,night,highway,109,minor
04741.jpg,snowy,dusk,urban,72,moderate
04742.jpg,snowy,dawn,highway,38,severe
04743.jpg,cloudy,night,urban,65,moderate
04744.jpg,rainy,dawn,urban,101,minor
04745.jpg,rainy,day,rural,41,minor
04746.jpg,cloudy,night,urban,118,moderate
04747.jpg,clear,dusk,rural,86,severe
04748.jpg,cloudy,night,highway,100,moderate
04749.jpg,snowy,night,rural,61,minor
04750.jpg,cloudy,day,rural,34,severe
04751.jpg,clear,dusk,rural,45,severe
04752.jpg,clear,night,rural,31,minor
04753.jpg,cloudy,dusk,urban,104,minor
04754.jpg,clear,dawn,urban,22,minor
04755.jpg,snowy,dusk,rural,117,moderate
04756.jpg,clear,night,highway,33,severe
04757.jpg,snowy,dawn,highway,36,severe
04758.jpg,rainy,day,highway,114,severe
04759.jpg,cloudy,day,highway,65,severe
04760.jpg,cloudy,night,rural,103,severe
04761.jpg,cloudy,day,rural,36,severe
04762.jpg,rainy,dusk,rural,48,severe
04763.jpg,clear,dawn,rural,29,severe
04764.jpg,cloudy,dawn,urban,32,minor
04765.jpg,clear,night,highway,84,minor
04766.jpg,cloudy,dawn,urban,57,minor
04767.jpg,rainy,night,rural,62,severe
04768.jpg,snowy,dawn,rural,61,minor
04769.jpg,rainy,dawn,highway,104,severe
04770.jpg,rainy,dusk,rural,69,severe
04771.jpg,clear,dawn,urban,86,severe
04772.jpg,snowy,dawn,rural,45,moderate
04773.jpg,cloudy,night,urban,74,severe
04774.jpg,clear,dusk,highway,52,minor
04775.jpg,snowy,night,rural,24,minor
04776.jpg,snowy,night,highway,42,minor
04777.jpg,clear,day,highway,67,moderate
04778.jpg,rainy,day,urban,32,minor
04779.jpg,snowy,dawn,highway,54,minor
04780.jpg,snowy,day,rural,80,moderate
04781.jpg,cloudy,dawn,urban,54,minor
04782.jpg,snowy,dusk,highway,108,severe
04783.jpg,snowy,night,highway,84,severe
04784.jpg,snowy,dusk,highway,58,minor
04785.jpg,snowy,day,rural,97,moderate
04786.jpg,cloudy,night,highway,32,minor
04787.jpg,rainy,day,urban,97,minor
04788.jpg,cloudy,dawn,rural,44,moderate
04789.jpg,clear,dawn,highway,89,minor
04790.jpg,cloudy,day,rural,84,moderate
04791.jpg,snowy,night,urban,112,severe
04792.jpg,snowy,dusk,rural,26,severe
04793.jpg,snowy,night,rural,56,moderate
04794.jpg,clear,dusk,urban,79,severe
04795.jpg,cloudy,dawn,rural,20,severe
04796.jpg,clear,dawn,highway,83,minor
04797.jpg,cloudy,dawn,rural,106,minor
04798.jpg,cloudy,day,highway,89,moderate
04799.jpg,rainy,day,highway,103,minor
04800.jpg,clear,day,urban,76,moderate
04801.jpg,rainy,night,highway,111,moderate
04802.jpg,clear,night,rural,96,minor
04803.jpg,cloudy,dusk,highway,113,moderate
04804.jpg,cloudy,dawn,rural,26,moderate
04805.jpg,clear,dawn,urban,85,moderate
04806.jpg,snowy,day,highway,100,minor
04807.jpg,clear,dawn,rural,106,moderate
04808.jpg,rainy,dusk,urban,103,severe
04809.jpg,rainy,night,rural,104,moderate
04810.jpg,snowy,night,urban,83,moderate
04811.jpg,rainy,day,rural,78,minor
04812.jpg,cloudy,day,rural,31,moderate
04813.jpg,rainy,dusk,rural,40,moderate
04814.jpg,cloudy,night,rural,70,moderate
04815.jpg,clear,dawn,rural,77,moderate
04816.jpg,clear,dusk,highway,46,moderate
04817.jpg,clear,night,urban,47,moderate
04818.jpg,clear,day,highway,41,severe
04819.jpg,snowy,dusk,urban,31,severe
04820.jpg,cloudy,night,rural,47,moderate
04821.jpg,rainy,day,highway,99,moderate
04822.jpg,snowy,dawn,urban,93,minor
04823.jpg,cloudy,dusk,rural,35,minor
04824.jpg,snowy,dawn,rural,22,severe
04825.jpg,rainy,dawn,highway,23,severe
04826.jpg,rainy,dusk,highway,118,moderate
04827.jpg,snowy,dawn,highway,25,severe
04828.jpg,rainy,day,urban,72,moderate
04829.jpg,snowy,night,urban,68,moderate
04830.jpg,rainy,day,urban,102,moderate
04831.jpg,clear,dusk,urban,119,severe
04832.jpg,snowy,dawn,rural,34,moderate
04833.jpg,cloudy,day,rural,77,severe
04834.jpg,cloudy,dusk,urban,111,severe
04835.jpg,snowy,day,rural,87,moderate
04836.jpg,snowy,dawn,highway,57,minor
04837.jpg,snowy,day,highway,50,minor
04838.jpg,cloudy,night,rural,32,minor
04839.jpg,snowy,dawn,urban,102,severe
04840.jpg,snowy,dusk,urban,34,severe
04841.jpg,rainy,night,rural,52,severe
04842.jpg,snowy,dusk,highway,36,severe
04843.jpg,snowy,dusk,urban,75,minor
04844.jpg,cloudy,day,highway,64,minor
04845.jpg,cloudy,night,highway,120,minor
04846.jpg,cloudy,dawn,rural,77,moderate
04847.jpg,clear,night,highway,98,minor
04848.jpg,cloudy,dusk,urban,45,moderate
04849.jpg,rainy,day,rural,96,minor
04850.jpg,rainy,dusk,rural,103,moderate
04851.jpg,clear,dawn,highway,40,minor
04852.jpg,snowy,dusk,urban,55,severe
04853.jpg,cloudy,day,highway,88,severe
04854.jpg,cloudy,day,urban,20,minor
04855.jpg,snowy,day,rural,81,severe
04856.jpg,cloudy,day,highway,91,minor
04857.jpg,cloudy,day,urban,84,minor
04858.jpg,clear,dawn,rural,89,minor
04859.jpg,snowy,day,rural,78,moderate
04860.jpg,cloudy,night,urban,45,minor
04861.jpg,cloudy,dawn,urban,76,moderate
04862.jpg,snowy,dawn,highway,64,moderate
04863.jpg,rainy,day,highway,66,moderate
04864.jpg,snowy,dusk,rural,67,minor
04865.jpg,rainy,dusk,highway,113,minor
04866.jpg,rainy,day,rural,25,minor
04867.jpg,rainy,night,highway,30,minor
